Frame,X,Y,Visibility,BBox_X,BBox_Y,BBox_W,BBox_H
457,[916, 1240],[311, 202],1,[908, 1231],[300, 195],[19, 19],[26, 15]
458,[922, 1245],[311, 195],1,[914, 1237],[300, 187],[16, 19],[26, 18]
459,[1248, 925],[187, 315],1,[1240, 916],[176, 303],[19, 16],[26, 22]
460,[1251, 928],[183, 315],1,[1240, 919],[172, 303],[22, 19],[26, 22]
461,[1251, 930],[180, 315],1,[1243, 922],[168, 303],[19, 19],[22, 22]
462,[1254, 933],[172, 315],1,[1245, 925],[161, 307],[16, 19],[22, 18]
463,[936, 1254],[315, 165],1,[928, 1248],[307, 157],[16, 14],[18, 18]
464,[0],[0],0,[0],[0],[0],[0]
465,[0],[0],0,[0],[0],[0],[0]
466,[0],[0],0,[0],[0],[0],[0]
467,[0],[0],0,[0],[0],[0],[0]
468,[0],[0],0,[0],[0],[0],[0]
469,[0],[0],0,[0],[0],[0],[0]
470,[0],[0],0,[0],[0],[0],[0]
471,[0],[0],0,[0],[0],[0],[0]
472,[0],[0],0,[0],[0],[0],[0]
473,[0],[0],0,[0],[0],[0],[0]
474,[0],[0],0,[0],[0],[0],[0]
475,[0],[0],0,[0],[0],[0],[0]
476,[0],[0],0,[0],[0],[0],[0]
477,[0],[0],0,[0],[0],[0],[0]
478,[0],[0],0,[0],[0],[0],[0]
479,[0],[0],0,[0],[0],[0],[0]
480,[0],[0],0,[0],[0],[0],[0]
481,[0],[0],0,[0],[0],[0],[0]
482,[0],[0],0,[0],[0],[0],[0]
483,[0],[0],0,[0],[0],[0],[0]
484,[0],[0],0,[0],[0],[0],[0]
485,[0],[0],0,[0],[0],[0],[0]
486,[0],[0],0,[0],[0],[0],[0]
487,[0],[0],0,[0],[0],[0],[0]
488,[1262],[150],1,[1254],[142],[19],[18]
489,[1265],[153],1,[1254],[142],[22],[22]
490,[1274],[153],1,[1262],[142],[22],[22]
491,[1296],[146],1,[1288],[135],[19],[22]
492,[0],[0],0,[0],[0],[0],[0]
493,[0],[0],0,[0],[0],[0],[0]
494,[1386],[116],1,[1378],[105],[19],[22]
495,[1403],[108],1,[1395],[101],[19],[15]
496,[0],[0],0,[0],[0],[0],[0]
497,[0],[0],0,[0],[0],[0],[0]
498,[0],[0],0,[0],[0],[0],[0]
499,[0],[0],0,[0],[0],[0],[0]
500,[0],[0],0,[0],[0],[0],[0]
501,[0],[0],0,[0],[0],[0],[0]
502,[0],[0],0,[0],[0],[0],[0]
503,[0],[0],0,[0],[0],[0],[0]
504,[0],[0],0,[0],[0],[0],[0]
505,[0],[0],0,[0],[0],[0],[0]
506,[0],[0],0,[0],[0],[0],[0]
507,[0],[0],0,[0],[0],[0],[0]
508,[0],[0],0,[0],[0],[0],[0]
509,[0],[0],0,[0],[0],[0],[0]
510,[0],[0],0,[0],[0],[0],[0]
511,[0],[0],0,[0],[0],[0],[0]
512,[0],[0],0,[0],[0],[0],[0]
513,[0],[0],0,[0],[0],[0],[0]
514,[0],[0],0,[0],[0],[0],[0]
515,[0],[0],0,[0],[0],[0],[0]
516,[0],[0],0,[0],[0],[0],[0]
517,[0],[0],0,[0],[0],[0],[0]
518,[0],[0],0,[0],[0],[0],[0]
519,[0],[0],0,[0],[0],[0],[0]
520,[987, 995],[333, 330],1,[987, 992],[330, 330],[2, 5],[11, 3]
521,[984],[333],1,[981],[330],[5],[7]
522,[0],[0],0,[0],[0],[0],[0]
523,[959],[333],1,[953],[330],[11],[11]
524,[956],[333],1,[950],[326],[14],[15]
525,[950],[337],1,[947],[330],[8],[15]
526,[939],[341],1,[936],[337],[5],[7]
527,[930],[348],1,[922],[341],[19],[18]
528,[0],[0],0,[0],[0],[0],[0]
529,[0],[0],0,[0],[0],[0],[0]
530,[0],[0],0,[0],[0],[0],[0]
531,[0],[0],0,[0],[0],[0],[0]
532,[0],[0],0,[0],[0],[0],[0]
