EventWall_ns,RowType,Sink_Index,Sink_WallClock_ns,HQ_Index,HQ_WallClock_ns,WallTimeDifference_ns,WallTimeDifference_ms
1784219377284819492,MATCHED,41,1784219377284819492,69,1784219377293292277,-8472785,-8.472785
1784219377315484979,MATCHED,42,1784219377315484979,70,1784219377328758424,-13273445,-13.273445
1784219377349356822,MATCHED,43,1784219377349356822,71,1784219377362214688,-12857866,-12.857866
1784219377382969929,MATCHED,44,1784219377382969929,72,1784219377394375079,-11405150,-11.405150
1784219377416114172,MATCHED,45,1784219377416114172,73,1784219377427739511,-11625339,-11.625339
1784219377450163179,MATCHED,46,1784219377450163179,74,1784219377462943846,-12780667,-12.780667
1784219377483860506,MATCHED,47,1784219377483860506,75,1784219377495585472,-11724966,-11.724966
1784219377516321539,MATCHED,48,1784219377516321539,76,1784219377527920750,-11599211,-11.599211
1784219377548742886,MATCHED,49,1784219377548742886,77,1784219377564117998,-15375112,-15.375112
1784219377583693490,MATCHED,50,1784219377583693490,78,1784219377595328587,-11635097,-11.635097
1784219377616049283,MATCHED,51,1784219377616049283,79,1784219377625732204,-9682921,-9.682921
1784219377649423615,MATCHED,52,1784219377649423615,80,1784219377659649388,-10225773,-10.225773
1784219377682357566,MATCHED,53,1784219377682357566,81,1784219377693655275,-11297709,-11.297709
1784219377716492942,MATCHED,54,1784219377716492942,82,1784219377726422918,-9929976,-9.929976
1784219377749447337,MATCHED,55,1784219377749447337,83,1784219377760664061,-11216724,-11.216724
1784219377789050976,MATCHED,56,1784219377789050976,84,1784219377804275568,-15224592,-15.224592
1784219377820893000,MATCHED,57,1784219377820893000,84,1784219377804275568,16617432,16.617432
1784219377849083749,MATCHED,58,1784219377849083749,85,1784219377840829330,8254419,8.254419
1784219377883346104,MATCHED,59,1784219377883346104,86,1784219377876401197,6944907,6.944907
1784219377922097461,MATCHED,60,1784219377922097461,87,1784219377919444711,2652750,2.652750
1784219377952067386,MATCHED,61,1784219377952067386,88,1784219377952470480,-403094,-0.403094
1784219377987241689,MATCHED,62,1784219377987241689,89,1784219377979493140,7748549,7.748549
1784219378019680203,MATCHED,63,1784219378019680203,90,1784219378008975010,10705193,10.705193
1784219378054242702,MATCHED,64,1784219378054242702,91,1784219378040269356,13973346,13.973346
1784219378082483987,MATCHED,65,1784219378082483987,92,1784219378073056777,9427210,9.427210
1784219378118891456,MATCHED,66,1784219378118891456,94,1784219378129146923,-10255467,-10.255467
1784219378149109599,MATCHED,67,1784219378149109599,95,1784219378160048682,-10939083,-10.939083
1784219378185581030,MATCHED,68,1784219378185581030,96,1784219378191498323,-5917293,-5.917293
1784219378215321939,MATCHED,69,1784219378215321939,97,1784219378228534283,-13212344,-13.212344
1784219378248498404,MATCHED,70,1784219378248498404,98,1784219378259404820,-10906416,-10.906416
1784219378283293362,MATCHED,71,1784219378283293362,99,1784219378294070551,-10777189,-10.777189
1784219378316167517,MATCHED,72,1784219378316167517,100,1784219378326526624,-10359107,-10.359107
1784219378351880479,MATCHED,73,1784219378351880479,101,1784219378359359988,-7479509,-7.479509
1784219378381730350,MATCHED,74,1784219378381730350,102,1784219378392607440,-10877090,-10.877090
1784219378415528564,MATCHED,75,1784219378415528564,103,1784219378427283466,-11754902,-11.754902
1784219378449547164,MATCHED,76,1784219378449547164,104,1784219378458391001,-8843837,-8.843837
1784219378481858625,MATCHED,77,1784219378481858625,105,1784219378492028392,-10169767,-10.169767
1784219378518986730,MATCHED,78,1784219378518986730,106,1784219378527290134,-8303404,-8.303404
1784219378552461153,MATCHED,79,1784219378552461153,107,1784219378560781379,-8320226,-8.320226
1784219378584143976,MATCHED,80,1784219378584143976,108,1784219378593014121,-8870145,-8.870145
1784219378616553639,MATCHED,81,1784219378616553639,109,1784219378627626945,-11073306,-11.073306
1784219378650815161,MATCHED,82,1784219378650815161,110,1784219378660109295,-9294134,-9.294134
1784219378683853832,MATCHED,83,1784219378683853832,111,1784219378693771834,-9918002,-9.918002
1784219378716407992,MATCHED,84,1784219378716407992,112,1784219378724694482,-8286490,-8.286490
1784219378748810896,MATCHED,85,1784219378748810896,113,1784219378757932842,-9121946,-9.121946
1784219378781528498,MATCHED,86,1784219378781528498,114,1784219378791171997,-9643499,-9.643499
1784219378817518381,MATCHED,87,1784219378817518381,115,1784219378824471911,-6953530,-6.953530
1784219378848784044,MATCHED,88,1784219378848784044,116,1784219378858833053,-10049009,-10.049009
1784219378882273338,MATCHED,89,1784219378882273338,117,1784219378891470846,-9197508,-9.197508
1784219378914742944,MATCHED,90,1784219378914742944,118,1784219378925155996,-10413052,-10.413052
1784219378948600269,MATCHED,91,1784219378948600269,119,1784219378959851689,-11251420,-11.251420
1784219378982024119,MATCHED,92,1784219378982024119,120,1784219379003167421,-21143302,-21.143302
1784219379015561986,MATCHED,93,1784219379015561986,121,1784219379026590571,-11028585,-11.028585
1784219379048683970,MATCHED,94,1784219379048683970,122,1784219379057621291,-8937321,-8.937321
1784219379081425331,MATCHED,95,1784219379081425331,123,1784219379089349522,-7924191,-7.924191
1784219379117734431,MATCHED,96,1784219379117734431,124,1784219379122405606,-4671175,-4.671175
1784219379148888133,MATCHED,97,1784219379148888133,125,1784219379156514973,-7626840,-7.626840
1784219379181889212,MATCHED,98,1784219379181889212,126,1784219379189651018,-7761806,-7.761806
1784219379215415950,MATCHED,99,1784219379215415950,127,1784219379223011358,-7595408,-7.595408
1784219379248015146,MATCHED,100,1784219379248015146,128,1784219379257084873,-9069727,-9.069727
1784219379281767399,MATCHED,101,1784219379281767399,129,1784219379290184790,-8417391,-8.417391
1784219379316259713,MATCHED,102,1784219379316259713,130,1784219379323513056,-7253343,-7.253343
1784219379348548582,MATCHED,103,1784219379348548582,131,1784219379358945832,-10397250,-10.397250
1784219379382732401,MATCHED,104,1784219379382732401,132,1784219379390227105,-7494704,-7.494704
1784219379415672852,MATCHED,105,1784219379415672852,133,1784219379423515241,-7842389,-7.842389
1784219379449071795,MATCHED,106,1784219379449071795,134,1784219379456779767,-7707972,-7.707972
1784219379481871618,MATCHED,107,1784219379481871618,135,1784219379491147686,-9276068,-9.276068
1784219379514502444,MATCHED,108,1784219379514502444,136,1784219379524953409,-10450965,-10.450965
1784219379548418545,MATCHED,109,1784219379548418545,137,1784219379560333464,-11914919,-11.914919
1784219379581777193,MATCHED,110,1784219379581777193,138,1784219379592861628,-11084435,-11.084435
1784219379614998065,MATCHED,111,1784219379614998065,139,1784219379625319923,-10321858,-10.321858
1784219379647993829,MATCHED,112,1784219379647993829,140,1784219379659471919,-11478090,-11.478090
1784219379681725378,MATCHED,113,1784219379681725378,141,1784219379692682761,-10957383,-10.957383
1784219379715029434,MATCHED,114,1784219379715029434,142,1784219379724891096,-9861662,-9.861662
1784219379747714111,MATCHED,115,1784219379747714111,143,1784219379758839335,-11125224,-11.125224
1784219379781568065,MATCHED,116,1784219379781568065,144,1784219379791087763,-9519698,-9.519698
1784219379815323133,MATCHED,117,1784219379815323133,145,1784219379824073625,-8750492,-8.750492
1784219379847684352,MATCHED,118,1784219379847684352,146,1784219379857574556,-9890204,-9.890204
1784219379881573731,MATCHED,119,1784219379881573731,147,1784219379890712064,-9138333,-9.138333
1784219379920833858,MATCHED,120,1784219379920833858,148,1784219379923954998,-3121140,-3.121140
1784219379950520861,MATCHED,121,1784219379950520861,149,1784219379959066982,-8546121,-8.546121
1784219379984718699,MATCHED,122,1784219379984718699,150,1784219379991500111,-6781412,-6.781412
1784219380018127660,MATCHED,123,1784219380018127660,151,1784219380024897431,-6769771,-6.769771
1784219380050802800,MATCHED,124,1784219380050802800,152,1784219380057942496,-7139696,-7.139696
1784219380084117411,MATCHED,125,1784219380084117411,153,1784219380091327835,-7210424,-7.210424
1784219380117589464,MATCHED,126,1784219380117589464,154,1784219380124059368,-6469904,-6.469904
1784219380151099535,MATCHED,127,1784219380151099535,155,1784219380156310740,-5211205,-5.211205
1784219380184889528,MATCHED,128,1784219380184889528,156,1784219380190596530,-5707002,-5.707002
1784219380216824717,MATCHED,129,1784219380216824717,157,1784219380224167163,-7342446,-7.342446
1784219380250596506,MATCHED,130,1784219380250596506,158,1784219380257596317,-6999811,-6.999811
1784219380282429678,MATCHED,131,1784219380282429678,159,1784219380291406373,-8976695,-8.976695
1784219380315131262,MATCHED,132,1784219380315131262,160,1784219380324129664,-8998402,-8.998402
1784219380349422506,MATCHED,133,1784219380349422506,161,1784219380357621372,-8198866,-8.198866
1784219380383063130,MATCHED,134,1784219380383063130,162,1784219380391033693,-7970563,-7.970563
1784219380414462957,MATCHED,135,1784219380414462957,163,1784219380423893446,-9430489,-9.430489
1784219380450126142,MATCHED,136,1784219380450126142,164,1784219380457407579,-7281437,-7.281437
1784219380480705371,MATCHED,137,1784219380480705371,165,1784219380491628871,-10923500,-10.923500
1784219380514635509,MATCHED,138,1784219380514635509,166,1784219380524132591,-9497082,-9.497082
1784219380547999120,MATCHED,139,1784219380547999120,167,1784219380557909259,-9910139,-9.910139
1784219380580650112,MATCHED,140,1784219380580650112,168,1784219380590759882,-10109770,-10.109770
1784219380614630787,MATCHED,141,1784219380614630787,169,1784219380624005001,-9374214,-9.374214
1784219380648867939,MATCHED,142,1784219380648867939,170,1784219380658328217,-9460278,-9.460278
1784219380682074718,MATCHED,143,1784219380682074718,171,1784219380691011880,-8937162,-8.937162
1784219380715140574,MATCHED,144,1784219380715140574,172,1784219380723793856,-8653282,-8.653282
1784219380748518240,MATCHED,145,1784219380748518240,173,1784219380758584048,-10065808,-10.065808
1784219380781163195,MATCHED,146,1784219380781163195,174,1784219380791025547,-9862352,-9.862352
1784219380814462103,MATCHED,147,1784219380814462103,175,1784219380825027415,-10565312,-10.565312
1784219380848436037,MATCHED,148,1784219380848436037,176,1784219380860749836,-12313799,-12.313799
1784219380881225453,MATCHED,149,1784219380881225453,177,1784219380892609564,-11384111,-11.384111
1784219380914485769,MATCHED,150,1784219380914485769,178,1784219380925040119,-10554350,-10.554350
1784219380947102502,MATCHED,151,1784219380947102502,179,1784219380957376656,-10274154,-10.274154
1784219380991434214,MATCHED,152,1784219380991434214,180,1784219381002008687,-10574473,-10.574473
1784219381029424935,MATCHED,153,1784219381029424935,181,1784219381026233808,3191127,3.191127
1784219381061088313,MATCHED,154,1784219381061088313,182,1784219381056905218,4183095,4.183095
1784219381100670342,MATCHED,155,1784219381100670342,183,1784219381088606764,12063578,12.063578
1784219381135900052,MATCHED,156,1784219381135900052,184,1784219381122140675,13759377,13.759377
1784219381168530156,MATCHED,157,1784219381168530156,185,1784219381155858936,12671220,12.671220
1784219381200546825,MATCHED,158,1784219381200546825,186,1784219381189487050,11059775,11.059775
1784219381233537015,MATCHED,159,1784219381233537015,187,1784219381222348655,11188360,11.188360
1784219381267806759,MATCHED,160,1784219381267806759,188,1784219381255530348,12276411,12.276411
1784219381297410634,MATCHED,161,1784219381297410634,189,1784219381290229837,7180797,7.180797
1784219381330765670,MATCHED,162,1784219381330765670,190,1784219381322887093,7878577,7.878577
1784219381363716361,MATCHED,163,1784219381363716361,191,1784219381359303171,4413190,4.413190
1784219381399126698,MATCHED,164,1784219381399126698,192,1784219381390546463,8580235,8.580235
1784219381432825674,MATCHED,165,1784219381432825674,193,1784219381424312464,8513210,8.513210
1784219381465990361,MATCHED,166,1784219381465990361,194,1784219381458314092,7676269,7.676269
1784219381498309414,MATCHED,167,1784219381498309414,195,1784219381492552920,5756494,5.756494
1784219381532666324,MATCHED,168,1784219381532666324,196,1784219381524839625,7826699,7.826699
1784219381566936605,MATCHED,169,1784219381566936605,197,1784219381558047688,8888917,8.888917
1784219381587597605,MATCHED,170,1784219381587597605,198,1784219381592336979,-4739374,-4.739374
1784219381614223435,MATCHED,171,1784219381614223435,199,1784219381623705695,-9482260,-9.482260
1784219381648096963,MATCHED,172,1784219381648096963,200,1784219381657205607,-9108644,-9.108644
1784219381680922804,MATCHED,173,1784219381680922804,201,1784219381690337319,-9414515,-9.414515
1784219381714448764,MATCHED,174,1784219381714448764,202,1784219381723574457,-9125693,-9.125693
1784219381747653803,MATCHED,175,1784219381747653803,203,1784219381759384858,-11731055,-11.731055
1784219381785722541,MATCHED,176,1784219381785722541,204,1784219381790561169,-4838628,-4.838628
1784219381814089825,MATCHED,177,1784219381814089825,205,1784219381823552735,-9462910,-9.462910
1784219381847351566,MATCHED,178,1784219381847351566,206,1784219381857647528,-10295962,-10.295962
1784219381881683643,MATCHED,179,1784219381881683643,207,1784219381891026608,-9342965,-9.342965
1784219381921250727,MATCHED,180,1784219381921250727,208,1784219381925618358,-4367631,-4.367631
1784219381951322576,MATCHED,181,1784219381951322576,209,1784219381962039585,-10717009,-10.717009
1784219381982143190,MATCHED,182,1784219381982143190,210,1784219381993221544,-11078354,-11.078354
1784219382012776937,MATCHED,183,1784219382012776937,211,1784219382028268640,-15491703,-15.491703
1784219382047234104,MATCHED,184,1784219382047234104,212,1784219382057790602,-10556498,-10.556498
1784219382081886231,MATCHED,185,1784219382081886231,213,1784219382093019714,-11133483,-11.133483
1784219382113041692,MATCHED,186,1784219382113041692,214,1784219382125775598,-12733906,-12.733906
1784219382147120550,MATCHED,187,1784219382147120550,215,1784219382159144696,-12024146,-12.024146
1784219382183486612,MATCHED,188,1784219382183486612,216,1784219382192248816,-8762204,-8.762204
1784219382216268028,MATCHED,189,1784219382216268028,217,1784219382225100681,-8832653,-8.832653
1784219382247865296,MATCHED,190,1784219382247865296,218,1784219382256725079,-8859783,-8.859783
1784219382282088874,MATCHED,191,1784219382282088874,219,1784219382290836427,-8747553,-8.747553
1784219382314284689,MATCHED,192,1784219382314284689,220,1784219382325580083,-11295394,-11.295394
1784219382350606566,MATCHED,193,1784219382350606566,221,1784219382357544051,-6937485,-6.937485
1784219382384051990,MATCHED,194,1784219382384051990,222,1784219382393200806,-9148816,-9.148816
1784219382415883125,MATCHED,195,1784219382415883125,223,1784219382425761396,-9878271,-9.878271
1784219382450036130,MATCHED,196,1784219382450036130,224,1784219382457803566,-7767436,-7.767436
1784219382480586805,MATCHED,197,1784219382480586805,225,1784219382490786392,-10199587,-10.199587
1784219382514791383,MATCHED,198,1784219382514791383,226,1784219382526493591,-11702208,-11.702208
1784219382548313954,MATCHED,199,1784219382548313954,227,1784219382557809456,-9495502,-9.495502
1784219382580683821,MATCHED,200,1784219382580683821,228,1784219382590448841,-9765020,-9.765020
1784219382613779325,MATCHED,201,1784219382613779325,229,1784219382623402852,-9623527,-9.623527
1784219382646988252,MATCHED,202,1784219382646988252,230,1784219382656724248,-9735996,-9.735996
1784219382681101128,MATCHED,203,1784219382681101128,231,1784219382689924756,-8823628,-8.823628
1784219382714239206,MATCHED,204,1784219382714239206,232,1784219382723286410,-9047204,-9.047204
1784219382747373023,MATCHED,205,1784219382747373023,233,1784219382756686767,-9313744,-9.313744
1784219382780471119,MATCHED,206,1784219382780471119,234,1784219382790040644,-9569525,-9.569525
1784219382813674103,MATCHED,207,1784219382813674103,235,1784219382824037882,-10363779,-10.363779
1784219382846890364,MATCHED,208,1784219382846890364,236,1784219382856969227,-10078863,-10.078863
1784219382880226752,MATCHED,209,1784219382880226752,237,1784219382890511935,-10285183,-10.285183
1784219382913501235,MATCHED,210,1784219382913501235,238,1784219382925864786,-12363551,-12.363551
1784219382946799828,MATCHED,211,1784219382946799828,239,1784219382957341334,-10541506,-10.541506
1784219382980423878,MATCHED,212,1784219382980423878,240,1784219383001460871,-21036993,-21.036993
1784219383013516345,MATCHED,213,1784219383013516345,241,1784219383024746245,-11229900,-11.229900
1784219383046736717,MATCHED,214,1784219383046736717,242,1784219383056035777,-9299060,-9.299060
1784219383080068920,MATCHED,215,1784219383080068920,243,1784219383096331585,-16262665,-16.262665
1784219383113402235,MATCHED,216,1784219383113402235,243,1784219383096331585,17070650,17.070650
1784219383146689143,MATCHED,217,1784219383146689143,244,1784219383140715711,5973432,5.973432
1784219383180230843,MATCHED,218,1784219383180230843,245,1784219383175702974,4527869,4.527869
1784219383213529862,MATCHED,219,1784219383213529862,246,1784219383220067120,-6537258,-6.537258
1784219383247009878,MATCHED,220,1784219383247009878,247,1784219383251403836,-4393958,-4.393958
1784219383280004902,MATCHED,221,1784219383280004902,248,1784219383284709973,-4705071,-4.705071
1784219383313762672,MATCHED,222,1784219383313762672,249,1784219383317972665,-4209993,-4.209993
1784219383346569569,MATCHED,223,1784219383346569569,250,1784219383351409633,-4840064,-4.840064
1784219383379972827,MATCHED,224,1784219383379972827,251,1784219383384465199,-4492372,-4.492372
1784219383415297091,MATCHED,225,1784219383415297091,252,1784219383418165923,-2868832,-2.868832
1784219383446533014,MATCHED,226,1784219383446533014,253,1784219383451670871,-5137857,-5.137857
1784219383480125454,MATCHED,227,1784219383480125454,254,1784219383486904835,-6779381,-6.779381
1784219383514055129,MATCHED,228,1784219383514055129,255,1784219383504270987,9784142,9.784142
1784219383547967675,MATCHED,229,1784219383547967675,257,1784219383560423373,-12455698,-12.455698
1784219383580767628,MATCHED,230,1784219383580767628,258,1784219383594126245,-13358617,-13.358617
1784219383614225607,MATCHED,231,1784219383614225607,259,1784219383628218723,-13993116,-13.993116
1784219383646817823,MATCHED,232,1784219383646817823,260,1784219383659675271,-12857448,-12.857448
1784219383679845383,MATCHED,233,1784219383679845383,261,1784219383692830169,-12984786,-12.984786
1784219383713913667,MATCHED,234,1784219383713913667,262,1784219383726515652,-12601985,-12.601985
1784219383746653677,MATCHED,235,1784219383746653677,263,1784219383761354140,-14700463,-14.700463
1784219383779777532,MATCHED,236,1784219383779777532,264,1784219383792303195,-12525663,-12.525663
1784219383813113735,MATCHED,237,1784219383813113735,265,1784219383826257378,-13143643,-13.143643
1784219383846705120,MATCHED,238,1784219383846705120,266,1784219383859745698,-13040578,-13.040578
1784219383879124745,MATCHED,239,1784219383879124745,267,1784219383890053501,-10928756,-10.928756
1784219383919570538,MATCHED,240,1784219383919570538,268,1784219383924920673,-5350135,-5.350135
1784219383948323019,MATCHED,241,1784219383948323019,269,1784219383960319209,-11996190,-11.996190
1784219383980024286,MATCHED,242,1784219383980024286,270,1784219383990438608,-10414322,-10.414322
1784219384012070603,MATCHED,243,1784219384012070603,271,1784219384023041624,-10971021,-10.971021
1784219384045085144,MATCHED,244,1784219384045085144,272,1784219384056073726,-10988582,-10.988582
1784219384079296075,MATCHED,245,1784219384079296075,273,1784219384091711093,-12415018,-12.415018
1784219384113077660,MATCHED,246,1784219384113077660,274,1784219384122661055,-9583395,-9.583395
1784219384146976632,MATCHED,247,1784219384146976632,275,1784219384156357797,-9381165,-9.381165
1784219384180293854,MATCHED,248,1784219384180293854,276,1784219384189237902,-8944048,-8.944048
1784219384213518615,MATCHED,249,1784219384213518615,277,1784219384222662148,-9143533,-9.143533
1784219384246294846,MATCHED,250,1784219384246294846,278,1784219384258747916,-12453070,-12.453070
1784219384280832937,MATCHED,251,1784219384280832937,279,1784219384289938394,-9105457,-9.105457
1784219384312342911,MATCHED,252,1784219384312342911,280,1784219384323220030,-10877119,-10.877119
1784219384345746169,MATCHED,253,1784219384345746169,281,1784219384356995087,-11248918,-11.248918
1784219384379625530,MATCHED,254,1784219384379625530,282,1784219384389282754,-9657224,-9.657224
1784219384413589835,MATCHED,255,1784219384413589835,283,1784219384422870054,-9280219,-9.280219
1784219384446069959,MATCHED,256,1784219384446069959,284,1784219384455825139,-9755180,-9.755180
1784219384479435866,MATCHED,257,1784219384479435866,285,1784219384489130646,-9694780,-9.694780
1784219384512750311,MATCHED,258,1784219384512750311,286,1784219384522519077,-9768766,-9.768766
1784219384545996590,MATCHED,259,1784219384545996590,287,1784219384556220912,-10224322,-10.224322
1784219384580090392,MATCHED,260,1784219384580090392,288,1784219384589332847,-9242455,-9.242455
1784219384613329393,MATCHED,261,1784219384613329393,289,1784219384622568133,-9238740,-9.238740
1784219384646452415,MATCHED,262,1784219384646452415,290,1784219384655830307,-9377892,-9.377892
1784219384679337422,MATCHED,263,1784219384679337422,291,1784219384689184868,-9847446,-9.847446
1784219384712678144,MATCHED,264,1784219384712678144,292,1784219384722561911,-9883767,-9.883767
1784219384745966274,MATCHED,265,1784219384745966274,293,1784219384758239777,-12273503,-12.273503
1784219384779685786,MATCHED,266,1784219384779685786,294,1784219384789159369,-9473583,-9.473583
1784219384812548238,MATCHED,267,1784219384812548238,295,1784219384822915574,-10367336,-10.367336
1784219384845985940,MATCHED,268,1784219384845985940,296,1784219384856792740,-10806800,-10.806800
1784219384879424956,MATCHED,269,1784219384879424956,297,1784219384889426829,-10001873,-10.001873
1784219384912675828,MATCHED,270,1784219384912675828,298,1784219384921660905,-8985077,-8.985077
1784219384947920519,MATCHED,271,1784219384947920519,299,1784219384955734346,-7813827,-7.813827
1784219384979227718,MATCHED,272,1784219384979227718,300,1784219385000916352,-21688634,-21.688634
1784219385011944191,MATCHED,273,1784219385011944191,300,1784219385000916352,11027839,11.027839
1784219385045845644,MATCHED,274,1784219385045845644,302,1784219385060709618,-14863974,-14.863974
1784219385079194718,MATCHED,275,1784219385079194718,303,1784219385088191605,-8996887,-8.996887
1784219385112629346,MATCHED,276,1784219385112629346,304,1784219385121039192,-8409846,-8.409846
1784219385145904865,MATCHED,277,1784219385145904865,305,1784219385154890988,-8986123,-8.986123
1784219385179300530,MATCHED,278,1784219385179300530,306,1784219385188227624,-8927094,-8.927094
1784219385212579383,MATCHED,279,1784219385212579383,307,1784219385220882639,-8303256,-8.303256
1784219385247801945,MATCHED,280,1784219385247801945,308,1784219385254663806,-6861861,-6.861861
1784219385279233475,MATCHED,281,1784219385279233475,309,1784219385288096181,-8862706,-8.862706
1784219385312342960,MATCHED,282,1784219385312342960,310,1784219385321365892,-9022932,-9.022932
1784219385345883790,MATCHED,283,1784219385345883790,311,1784219385356591097,-10707307,-10.707307
1784219385379090588,MATCHED,284,1784219385379090588,312,1784219385388559398,-9468810,-9.468810
1784219385412921858,MATCHED,285,1784219385412921858,313,1784219385421744962,-8823104,-8.823104
1784219385446742053,MATCHED,286,1784219385446742053,314,1784219385455279484,-8537431,-8.537431
1784219385479516136,MATCHED,287,1784219385479516136,315,1784219385490211878,-10695742,-10.695742
1784219385512312830,MATCHED,288,1784219385512312830,316,1784219385523170797,-10857967,-10.857967
1784219385545654311,MATCHED,289,1784219385545654311,317,1784219385555568518,-9914207,-9.914207
1784219385579074217,MATCHED,290,1784219385579074217,318,1784219385591151626,-12077409,-12.077409
1784219385612327847,MATCHED,291,1784219385612327847,319,1784219385622132755,-9804908,-9.804908
1784219385645733309,MATCHED,292,1784219385645733309,320,1784219385655797331,-10064022,-10.064022
1784219385678882071,MATCHED,293,1784219385678882071,321,1784219385690237027,-11354956,-11.354956
1784219385711718097,MATCHED,294,1784219385711718097,322,1784219385723937510,-12219413,-12.219413
1784219385745633977,MATCHED,295,1784219385745633977,323,1784219385760337774,-14703797,-14.703797
1784219385779888202,MATCHED,296,1784219385779888202,324,1784219385793789038,-13900836,-13.900836
1784219385817378820,MATCHED,297,1784219385817378820,325,1784219385824948609,-7569789,-7.569789
1784219385845802473,MATCHED,298,1784219385845802473,326,1784219385858383762,-12581289,-12.581289
1784219385879108492,MATCHED,299,1784219385879108492,327,1784219385890948908,-11840416,-11.840416
1784219385918985794,MATCHED,300,1784219385918985794,328,1784219385922667175,-3681381,-3.681381
1784219385947955012,MATCHED,301,1784219385947955012,329,1784219385956286715,-8331703,-8.331703
1784219385982701841,MATCHED,302,1784219385982701841,330,1784219385993233139,-10531298,-10.531298
1784219386015918731,MATCHED,303,1784219386015918731,331,1784219386023940475,-8021744,-8.021744
1784219386060826415,MATCHED,304,1784219386060826415,332,1784219386056957207,3869208,3.869208
1784219386088886481,MATCHED,305,1784219386088886481,333,1784219386089054951,-168470,-0.168470
1784219386117701850,MATCHED,306,1784219386117701850,334,1784219386124022678,-6320828,-6.320828
1784219386153655641,MATCHED,307,1784219386153655641,335,1784219386155591743,-1936102,-1.936102
1784219386182894225,MATCHED,308,1784219386182894225,336,1784219386190790912,-7896687,-7.896687
