EventWall_ns,RowType,Source_Index,Source_WallClock_ns,HQ_Index,HQ_WallClock_ns,WallTimeDifference_ns,WallTimeDifference_ms
1784220006301319748,MATCHED,18906,1784220006301319748,18946,1784220006301209041,110707,0.110707
1784220006334783361,MATCHED,18907,1784220006334783361,18947,1784220006333965602,817759,0.817759
1784220006368399935,MATCHED,18908,1784220006368399935,18948,1784220006369005365,-605430,-0.605430
1784220006402898426,MATCHED,18909,1784220006402898426,18949,1784220006401158007,1740419,1.740419
1784220006436021394,MATCHED,18910,1784220006436021394,18950,1784220006433859254,2162140,2.162140
1784220006472818952,MATCHED,18911,1784220006472818952,18951,1784220006469484900,3334052,3.334052
1784220006504057367,MATCHED,18912,1784220006504057367,18952,1784220006501720171,2337196,2.337196
1784220006536608972,MATCHED,18913,1784220006536608972,18953,1784220006533877294,2731678,2.731678
1784220006569278983,MATCHED,18914,1784220006569278983,18954,1784220006567871381,1407602,1.407602
1784220006603641771,MATCHED,18915,1784220006603641771,18955,1784220006600538110,3103661,3.103661
1784220006635127535,MATCHED,18916,1784220006635127535,18956,1784220006634403662,723873,0.723873
1784220006671609078,MATCHED,18917,1784220006671609078,18957,1784220006667794681,3814397,3.814397
1784220006705661351,MATCHED,18918,1784220006705661351,18958,1784220006700234208,5427143,5.427143
1784220006736013184,MATCHED,18919,1784220006736013184,18959,1784220006734700569,1312615,1.312615
1784220006768970284,MATCHED,18920,1784220006768970284,18960,1784220006786086715,-17116431,-17.116431
1784220006802973447,MATCHED,18921,1784220006802973447,18961,1784220006807666456,-4693009,-4.693009
1784220006835106148,MATCHED,18922,1784220006835106148,18962,1784220006839537878,-4431730,-4.431730
1784220006869467733,MATCHED,18923,1784220006869467733,18963,1784220006866199220,3268513,3.268513
1784220006902067578,MATCHED,18924,1784220006902067578,18964,1784220006898665358,3402220,3.402220
1784220006936061037,MATCHED,18925,1784220006936061037,18965,1784220006932262671,3798366,3.798366
1784220006968898508,MATCHED,18926,1784220006968898508,18966,1784220006966638292,2260216,2.260216
1784220007001316281,MATCHED,18927,1784220007001316281,18967,1784220007000350771,965510,0.965510
1784220007035357091,MATCHED,18928,1784220007035357091,18968,1784220007035057185,299906,0.299906
1784220007067946418,MATCHED,18929,1784220007067946418,18969,1784220007070348389,-2401971,-2.401971
1784220007101949525,MATCHED,18930,1784220007101949525,18970,1784220007100157146,1792379,1.792379
1784220007137096397,MATCHED,18931,1784220007137096397,18971,1784220007133085891,4010506,4.010506
1784220007168232054,MATCHED,18932,1784220007168232054,18972,1784220007168038469,193585,0.193585
1784220007202768230,MATCHED,18933,1784220007202768230,18973,1784220007200359017,2409213,2.409213
1784220007234737470,MATCHED,18934,1784220007234737470,18974,1784220007233754332,983138,0.983138
1784220007268738744,MATCHED,18935,1784220007268738744,18975,1784220007266924464,1814280,1.814280
1784220007302015970,MATCHED,18936,1784220007302015970,18976,1784220007300519036,1496934,1.496934
1784220007334655740,MATCHED,18937,1784220007334655740,18977,1784220007335779945,-1124205,-1.124205
1784220007368506183,MATCHED,18938,1784220007368506183,18978,1784220007370425582,-1919399,-1.919399
1784220007402936359,MATCHED,18939,1784220007402936359,18979,1784220007403588029,-651670,-0.651670
1784220007437033169,MATCHED,18940,1784220007437033169,18980,1784220007435119491,1913678,1.913678
1784220007467957476,MATCHED,18941,1784220007467957476,18981,1784220007469030801,-1073325,-1.073325
1784220007501286480,MATCHED,18942,1784220007501286480,18982,1784220007501783511,-497031,-0.497031
1784220007534518281,MATCHED,18943,1784220007534518281,18983,1784220007535649211,-1130930,-1.130930
1784220007567789099,MATCHED,18944,1784220007567789099,18984,1784220007567492281,296818,0.296818
1784220007601883354,MATCHED,18945,1784220007601883354,18985,1784220007602234658,-351304,-0.351304
1784220007635634278,MATCHED,18946,1784220007635634278,18986,1784220007635378772,255506,0.255506
1784220007668381529,MATCHED,18947,1784220007668381529,18987,1784220007666524312,1857217,1.857217
1784220007703383440,MATCHED,18948,1784220007703383440,18988,1784220007702813414,570026,0.570026
1784220007735129886,MATCHED,18949,1784220007735129886,18989,1784220007733292720,1837166,1.837166
1784220007769244752,MATCHED,18950,1784220007769244752,18990,1784220007767440954,1803798,1.803798
1784220007801317195,MATCHED,18951,1784220007801317195,18991,1784220007801327172,-9977,-0.009977
1784220007834589921,MATCHED,18952,1784220007834589921,18992,1784220007834524841,65080,0.065080
1784220007868544788,MATCHED,18953,1784220007868544788,18993,1784220007869113830,-569042,-0.569042
1784220007901205965,MATCHED,18954,1784220007901205965,18994,1784220007901149083,56882,0.056882
1784220007935148721,MATCHED,18955,1784220007935148721,18995,1784220007934786859,361862,0.361862
1784220007967630382,MATCHED,18956,1784220007967630382,18996,1784220007967520384,109998,0.109998
1784220008001401343,MATCHED,18957,1784220008001401343,18997,1784220008001676785,-275442,-0.275442
1784220008035118380,MATCHED,18958,1784220008035118380,18998,1784220008034035943,1082437,1.082437
1784220008068382810,MATCHED,18959,1784220008068382810,18999,1784220008067551813,830997,0.830997
1784220008106604555,MATCHED,18960,1784220008106604555,19000,1784220008101829564,4774991,4.774991
1784220008135842456,MATCHED,18961,1784220008135842456,19001,1784220008134275943,1566513,1.566513
1784220008167808622,MATCHED,18962,1784220008167808622,19002,1784220008166737878,1070744,1.070744
1784220008200684908,MATCHED,18963,1784220008200684908,19003,1784220008200730558,-45650,-0.045650
1784220008233974320,MATCHED,18964,1784220008233974320,19004,1784220008233246622,727698,0.727698
1784220008267661412,MATCHED,18965,1784220008267661412,19005,1784220008266433347,1228065,1.228065
1784220008301924090,MATCHED,18966,1784220008301924090,19006,1784220008300546489,1377601,1.377601
1784220008334549527,MATCHED,18967,1784220008334549527,19007,1784220008333247440,1302087,1.302087
1784220008371142383,MATCHED,18968,1784220008371142383,19008,1784220008367035862,4106521,4.106521
1784220008409003541,MATCHED,18969,1784220008409003541,19009,1784220008402123347,6880194,6.880194
1784220008443029685,MATCHED,18970,1784220008443029685,19010,1784220008433475533,9554152,9.554152
1784220008472868541,MATCHED,18971,1784220008472868541,19011,1784220008467728340,5140201,5.140201
1784220008505663106,MATCHED,18972,1784220008505663106,19012,1784220008500918990,4744116,4.744116
1784220008539928877,MATCHED,18973,1784220008539928877,19013,1784220008536346009,3582868,3.582868
1784220008572563295,MATCHED,18974,1784220008572563295,19014,1784220008568681760,3881535,3.881535
1784220008616155260,MATCHED,18975,1784220008616155260,19015,1784220008609756354,6398906,6.398906
1784220008650726157,MATCHED,18976,1784220008650726157,19016,1784220008637618666,13107491,13.107491
1784220008675566606,MATCHED,18977,1784220008675566606,19017,1784220008668372321,7194285,7.194285
1784220008707114980,MATCHED,18978,1784220008707114980,19018,1784220008701446528,5668452,5.668452
1784220008738242008,MATCHED,18979,1784220008738242008,19019,1784220008734972064,3269944,3.269944
1784220008771904267,MATCHED,18980,1784220008771904267,19020,1784220008778923798,-7019531,-7.019531
1784220008801834234,MATCHED,18981,1784220008801834234,19021,1784220008802459502,-625268,-0.625268
1784220008837887096,MATCHED,18982,1784220008837887096,19022,1784220008833788448,4098648,4.098648
1784220008880861290,MATCHED,18983,1784220008880861290,19023,1784220008867221133,13640157,13.640157
1784220008913420635,MATCHED,18984,1784220008913420635,19024,1784220008898314100,15106535,15.106535
1784220008946328680,MATCHED,18985,1784220008946328680,19025,1784220008931593805,14734875,14.734875
1784220008976081426,MATCHED,18986,1784220008976081426,19026,1784220008965498319,10583107,10.583107
1784220009011782200,MATCHED,18987,1784220009011782200,19027,1784220009000143418,11638782,11.638782
1784220009051112563,MATCHED,18988,1784220009051112563,19028,1784220009034178413,16934150,16.934150
1784220009087999379,MATCHED,18989,1784220009087999379,19030,1784220009102373881,-14374502,-14.374502
1784220009118631079,MATCHED,18990,1784220009118631079,19031,1784220009132295822,-13664743,-13.664743
1784220009144311204,MATCHED,18991,1784220009144311204,19031,1784220009132295822,12015382,12.015382
1784220009169628666,MATCHED,18992,1784220009169628666,19032,1784220009168413648,1215018,1.215018
1784220009201772460,MATCHED,18993,1784220009201772460,19033,1784220009207517225,-5744765,-5.744765
1784220009234884447,MATCHED,18994,1784220009234884447,19034,1784220009243003594,-8119147,-8.119147
1784220009270362705,MATCHED,18995,1784220009270362705,19035,1784220009274925867,-4563162,-4.563162
1784220009306225310,MATCHED,18996,1784220009306225310,19036,1784220009309498801,-3273491,-3.273491
1784220009338720137,MATCHED,18997,1784220009338720137,19037,1784220009346299547,-7579410,-7.579410
1784220009372884094,MATCHED,18998,1784220009372884094,19038,1784220009378508096,-5624002,-5.624002
1784220009401991533,MATCHED,18999,1784220009401991533,19039,1784220009411764375,-9772842,-9.772842
1784220009435048132,MATCHED,19000,1784220009435048132,19040,1784220009446448771,-11400639,-11.400639
1784220009468864167,MATCHED,19001,1784220009468864167,19041,1784220009483814548,-14950381,-14.950381
1784220009501333661,MATCHED,19002,1784220009501333661,19041,1784220009483814548,17519113,17.519113
1784220009536455534,MATCHED,19003,1784220009536455534,19043,1784220009545385561,-8930027,-8.930027
1784220009568527422,MATCHED,19004,1784220009568527422,19044,1784220009577467129,-8939707,-8.939707
1784220009600674012,MATCHED,19005,1784220009600674012,19045,1784220009609235126,-8561114,-8.561114
1784220009634656823,MATCHED,19006,1784220009634656823,19045,1784220009609235126,25421697,25.421697
1784220009668048918,MATCHED,19007,1784220009668048918,19046,1784220009662958750,5090168,5.090168
1784220009700549875,MATCHED,19008,1784220009700549875,19047,1784220009691327575,9222300,9.222300
1784220009734839164,MATCHED,19009,1784220009734839164,19048,1784220009725862676,8976488,8.976488
1784220009767204290,MATCHED,19010,1784220009767204290,19050,1784220009777202507,-9998217,-9.998217
1784220009801307821,MATCHED,19011,1784220009801307821,19051,1784220009807523926,-6216105,-6.216105
1784220009834359328,MATCHED,19012,1784220009834359328,19052,1784220009838372691,-4013363,-4.013363
1784220009866912081,MATCHED,19013,1784220009866912081,19053,1784220009870505795,-3593714,-3.593714
1784220009900803430,MATCHED,19014,1784220009900803430,19054,1784220009906175774,-5372344,-5.372344
1784220009933437922,MATCHED,19015,1784220009933437922,19055,1784220009940606413,-7168491,-7.168491
1784220009966874591,MATCHED,19016,1784220009966874591,19056,1784220009968733407,-1858816,-1.858816
1784220010000900865,MATCHED,19017,1784220010000900865,19057,1784220010002493015,-1592150,-1.592150
1784220010034046240,MATCHED,19018,1784220010034046240,19058,1784220010034071088,-24848,-0.024848
1784220010067950626,MATCHED,19019,1784220010067950626,19059,1784220010067722142,228484,0.228484
1784220010106189613,MATCHED,19020,1784220010106189613,19060,1784220010100234613,5955000,5.955000
1784220010135091683,MATCHED,19021,1784220010135091683,19061,1784220010133520818,1570865,1.570865
1784220010166835982,MATCHED,19022,1784220010166835982,19062,1784220010166056530,779452,0.779452
1784220010200607425,MATCHED,19023,1784220010200607425,19063,1784220010200285726,321699,0.321699
1784220010233046068,MATCHED,19024,1784220010233046068,19064,1784220010233542598,-496530,-0.496530
1784220010266083778,MATCHED,19025,1784220010266083778,19065,1784220010267074097,-990319,-0.990319
1784220010299451429,MATCHED,19026,1784220010299451429,19066,1784220010303056036,-3604607,-3.604607
1784220010332854802,MATCHED,19027,1784220010332854802,19067,1784220010335461027,-2606225,-2.606225
1784220010366665967,MATCHED,19028,1784220010366665967,19068,1784220010366065369,600598,0.600598
1784220010399920175,MATCHED,19029,1784220010399920175,19069,1784220010400059697,-139522,-0.139522
1784220010434824976,MATCHED,19030,1784220010434824976,19070,1784220010433310180,1514796,1.514796
1784220010466645903,MATCHED,19031,1784220010466645903,19071,1784220010467338193,-692290,-0.692290
1784220010502239937,MATCHED,19032,1784220010502239937,19072,1784220010499757758,2482179,2.482179
1784220010535335628,MATCHED,19033,1784220010535335628,19073,1784220010532867687,2467941,2.467941
1784220010568937721,MATCHED,19034,1784220010568937721,19074,1784220010566905922,2031799,2.031799
1784220010604389238,MATCHED,19035,1784220010604389238,19075,1784220010600230886,4158352,4.158352
1784220010635939169,MATCHED,19036,1784220010635939169,19076,1784220010632607414,3331755,3.331755
1784220010667941779,MATCHED,19037,1784220010667941779,19077,1784220010667133959,807820,0.807820
1784220010704882002,MATCHED,19038,1784220010704882002,19078,1784220010699092732,5789270,5.789270
1784220010735167169,MATCHED,19039,1784220010735167169,19079,1784220010733732036,1435133,1.435133
1784220010767838161,MATCHED,19040,1784220010767838161,19080,1784220010784017303,-16179142,-16.179142
1784220010802737739,MATCHED,19041,1784220010802737739,19081,1784220010803494620,-756881,-0.756881
1784220010834932848,MATCHED,19042,1784220010834932848,19082,1784220010833452448,1480400,1.480400
1784220010867337936,MATCHED,19043,1784220010867337936,19083,1784220010865366778,1971158,1.971158
1784220010899701061,MATCHED,19044,1784220010899701061,19084,1784220010898577817,1123244,1.123244
1784220010932986398,MATCHED,19045,1784220010932986398,19085,1784220010934080019,-1093621,-1.093621
1784220010967089411,MATCHED,19046,1784220010967089411,19086,1784220010967248040,-158629,-0.158629
1784220010999633701,MATCHED,19047,1784220010999633701,19087,1784220010999879974,-246273,-0.246273
1784220011033752399,MATCHED,19048,1784220011033752399,19088,1784220011032245854,1506545,1.506545
1784220011066257930,MATCHED,19049,1784220011066257930,19089,1784220011066664919,-406989,-0.406989
1784220011100250704,MATCHED,19050,1784220011100250704,19090,1784220011098472064,1778640,1.778640
1784220011133802890,MATCHED,19051,1784220011133802890,19091,1784220011132683334,1119556,1.119556
1784220011167543019,MATCHED,19052,1784220011167543019,19092,1784220011168340739,-797720,-0.797720
1784220011200251955,MATCHED,19053,1784220011200251955,19093,1784220011199387410,864545,0.864545
1784220011233385868,MATCHED,19054,1784220011233385868,19094,1784220011232276303,1109565,1.109565
1784220011267081793,MATCHED,19055,1784220011267081793,19095,1784220011265349640,1732153,1.732153
1784220011299574269,MATCHED,19056,1784220011299574269,19096,1784220011298731826,842443,0.842443
1784220011333522802,MATCHED,19057,1784220011333522802,19097,1784220011332141678,1381124,1.381124
1784220011366822380,MATCHED,19058,1784220011366822380,19098,1784220011366111636,710744,0.710744
1784220011399802369,MATCHED,19059,1784220011399802369,19099,1784220011399428563,373806,0.373806
1784220011432886523,MATCHED,19060,1784220011432886523,19100,1784220011432086718,799805,0.799805
1784220011466990833,MATCHED,19061,1784220011466990833,19101,1784220011466202045,788788,0.788788
1784220011499577085,MATCHED,19062,1784220011499577085,19102,1784220011499379714,197371,0.197371
1784220011533427527,MATCHED,19063,1784220011533427527,19103,1784220011532758048,669479,0.669479
1784220011566041150,MATCHED,19064,1784220011566041150,19104,1784220011566138381,-97231,-0.097231
1784220011600056201,MATCHED,19065,1784220011600056201,19105,1784220011598695871,1360330,1.360330
1784220011632878321,MATCHED,19066,1784220011632878321,19106,1784220011632601330,276991,0.276991
1784220011666519728,MATCHED,19067,1784220011666519728,19107,1784220011665903757,615971,0.615971
1784220011699311627,MATCHED,19068,1784220011699311627,19108,1784220011699240720,70907,0.070907
1784220011734566183,MATCHED,19069,1784220011734566183,19109,1784220011733736173,830010,0.830010
1784220011766728107,MATCHED,19070,1784220011766728107,19110,1784220011767709020,-980913,-0.980913
1784220011800213127,MATCHED,19071,1784220011800213127,19111,1784220011800494600,-281473,-0.281473
1784220011835103169,MATCHED,19072,1784220011835103169,19112,1784220011833544437,1558732,1.558732
1784220011866360528,MATCHED,19073,1784220011866360528,19113,1784220011866356461,4067,0.004067
1784220011899036613,MATCHED,19074,1784220011899036613,19114,1784220011900061792,-1025179,-1.025179
1784220011932945184,MATCHED,19075,1784220011932945184,19115,1784220011933618143,-672959,-0.672959
1784220011966457833,MATCHED,19076,1784220011966457833,19116,1784220011966243095,214738,0.214738
1784220011999670412,MATCHED,19077,1784220011999670412,19117,1784220011998425514,1244898,1.244898
1784220012033775351,MATCHED,19078,1784220012033775351,19118,1784220012032477119,1298232,1.298232
1784220012066980801,MATCHED,19079,1784220012066980801,19119,1784220012065918045,1062756,1.062756
1784220012105360656,MATCHED,19080,1784220012105360656,19120,1784220012098368258,6992398,6.992398
1784220012135861338,MATCHED,19081,1784220012135861338,19121,1784220012132371123,3490215,3.490215
1784220012165965359,MATCHED,19082,1784220012165965359,19122,1784220012166011824,-46465,-0.046465
1784220012198513723,MATCHED,19083,1784220012198513723,19123,1784220012199352659,-838936,-0.838936
1784220012232021280,MATCHED,19084,1784220012232021280,19124,1784220012233736261,-1714981,-1.714981
1784220012265440097,MATCHED,19085,1784220012265440097,19125,1784220012265844384,-404287,-0.404287
1784220012298594658,MATCHED,19086,1784220012298594658,19126,1784220012299978044,-1383386,-1.383386
1784220012334282802,MATCHED,19087,1784220012334282802,19127,1784220012332401368,1881434,1.881434
1784220012366626853,MATCHED,19088,1784220012366626853,19128,1784220012366592380,34473,0.034473
1784220012399559990,MATCHED,19089,1784220012399559990,19129,1784220012403167369,-3607379,-3.607379
1784220012432561035,MATCHED,19090,1784220012432561035,19130,1784220012434047300,-1486265,-1.486265
1784220012466051481,MATCHED,19091,1784220012466051481,19131,1784220012465946148,105333,0.105333
1784220012499565778,MATCHED,19092,1784220012499565778,19132,1784220012499373111,192667,0.192667
1784220012532947800,MATCHED,19093,1784220012532947800,19133,1784220012533738732,-790932,-0.790932
1784220012570015965,MATCHED,19094,1784220012570015965,19134,1784220012568285184,1730781,1.730781
1784220012609255533,MATCHED,19095,1784220012609255533,19135,1784220012602736785,6518748,6.518748
1784220012638682895,MATCHED,19096,1784220012638682895,19136,1784220012634148601,4534294,4.534294
1784220012666811418,MATCHED,19097,1784220012666811418,19137,1784220012665512879,1298539,1.298539
1784220012700748119,MATCHED,19098,1784220012700748119,19138,1784220012702054683,-1306564,-1.306564
1784220012737120311,MATCHED,19099,1784220012737120311,19139,1784220012732424823,4695488,4.695488
1784220012766775243,MATCHED,19100,1784220012766775243,19140,1784220012777677971,-10902728,-10.902728
1784220012801739118,MATCHED,19101,1784220012801739118,19141,1784220012803689615,-1950497,-1.950497
1784220012833383566,MATCHED,19102,1784220012833383566,19142,1784220012833486575,-103009,-0.103009
1784220012866264944,MATCHED,19103,1784220012866264944,19143,1784220012865041889,1223055,1.223055
1784220012899211600,MATCHED,19104,1784220012899211600,19144,1784220012897012403,2199197,2.199197
1784220012935307036,MATCHED,19105,1784220012935307036,19145,1784220012930398199,4908837,4.908837
1784220012968052249,MATCHED,19106,1784220012968052249,19146,1784220012964699265,3352984,3.352984
1784220013000927128,MATCHED,19107,1784220013000927128,19147,1784220013000061877,865251,0.865251
1784220013034397130,MATCHED,19108,1784220013034397130,19148,1784220013034949344,-552214,-0.552214
1784220013065386363,MATCHED,19109,1784220013065386363,19149,1784220013068074736,-2688373,-2.688373
1784220013103090355,MATCHED,19110,1784220013103090355,19150,1784220013102301710,788645,0.788645
1784220013135376111,MATCHED,19111,1784220013135376111,19151,1784220013133630563,1745548,1.745548
1784220013172428018,MATCHED,19112,1784220013172428018,19152,1784220013167791723,4636295,4.636295
1784220013204069206,MATCHED,19113,1784220013204069206,19153,1784220013204638320,-569114,-0.569114
1784220013232682243,MATCHED,19114,1784220013232682243,19154,1784220013237157922,-4475679,-4.475679
1784220013266935736,MATCHED,19115,1784220013266935736,19155,1784220013272825678,-5889942,-5.889942
1784220013299479637,MATCHED,19116,1784220013299479637,19156,1784220013303746276,-4266639,-4.266639
1784220013331980465,MATCHED,19117,1784220013331980465,19157,1784220013338456356,-6475891,-6.475891
1784220013368186362,MATCHED,19118,1784220013368186362,19158,1784220013372442555,-4256193,-4.256193
1784220013399423796,MATCHED,19119,1784220013399423796,19159,1784220013408270736,-8846940,-8.846940
1784220013432169676,MATCHED,19120,1784220013432169676,19160,1784220013439108168,-6938492,-6.938492
1784220013467038274,MATCHED,19121,1784220013467038274,19161,1784220013471839711,-4801437,-4.801437
1784220013499606674,MATCHED,19122,1784220013499606674,19162,1784220013500469053,-862379,-0.862379
1784220013533621578,MATCHED,19123,1784220013533621578,19163,1784220013532989987,631591,0.631591
1784220013568990299,MATCHED,19124,1784220013568990299,19164,1784220013567493310,1496989,1.496989
1784220013601265777,MATCHED,19125,1784220013601265777,19165,1784220013599788340,1477437,1.477437
1784220013633588051,MATCHED,19126,1784220013633588051,19166,1784220013633672354,-84303,-0.084303
1784220013667545973,MATCHED,19127,1784220013667545973,19167,1784220013668019178,-473205,-0.473205
1784220013698377227,MATCHED,19128,1784220013698377227,19168,1784220013702208023,-3830796,-3.830796
1784220013732270502,MATCHED,19129,1784220013732270502,19169,1784220013733311193,-1040691,-1.040691
1784220013765183843,MATCHED,19130,1784220013765183843,19170,1784220013766806896,-1623053,-1.623053
1784220013798692363,MATCHED,19131,1784220013798692363,19171,1784220013802718428,-4026065,-4.026065
1784220013832332140,MATCHED,19132,1784220013832332140,19172,1784220013833512583,-1180443,-1.180443
1784220013865921308,MATCHED,19133,1784220013865921308,19173,1784220013866684567,-763259,-0.763259
1784220013898879149,MATCHED,19134,1784220013898879149,19174,1784220013898283177,595972,0.595972
1784220013931534807,MATCHED,19135,1784220013931534807,19175,1784220013933583103,-2048296,-2.048296
1784220013965471267,MATCHED,19136,1784220013965471267,19176,1784220013964528664,942603,0.942603
1784220013998229925,MATCHED,19137,1784220013998229925,19177,1784220013997854461,375464,0.375464
1784220014031709704,MATCHED,19138,1784220014031709704,19178,1784220014031178147,531557,0.531557
1784220014065610720,MATCHED,19139,1784220014065610720,19179,1784220014065399917,210803,0.210803
1784220014103719115,MATCHED,19140,1784220014103719115,19180,1784220014097880093,5839022,5.839022
1784220014139428944,MATCHED,19141,1784220014139428944,19181,1784220014131980790,7448154,7.448154
1784220014180790619,MATCHED,19142,1784220014180790619,19182,1784220014164527651,16262968,16.262968
1784220014213085448,MATCHED,19143,1784220014213085448,19183,1784220014197733060,15352388,15.352388
1784220014245799069,MATCHED,19144,1784220014245799069,19184,1784220014233357280,12441789,12.441789
1784220014275616074,MATCHED,19145,1784220014275616074,19185,1784220014265241072,10375002,10.375002
1784220014311106739,MATCHED,19146,1784220014311106739,19186,1784220014298675332,12431407,12.431407
1784220014340586989,MATCHED,19147,1784220014340586989,19187,1784220014334967471,5619518,5.619518
1784220014367029142,MATCHED,19148,1784220014367029142,19188,1784220014364643673,2385469,2.385469
1784220014398544647,MATCHED,19149,1784220014398544647,19189,1784220014398008470,536177,0.536177
1784220014433773222,MATCHED,19150,1784220014433773222,19190,1784220014431277564,2495658,2.495658
1784220014467311575,MATCHED,19151,1784220014467311575,19191,1784220014464589213,2722362,2.722362
1784220014499692478,MATCHED,19152,1784220014499692478,19192,1784220014497936603,1755875,1.755875
1784220014531941215,MATCHED,19153,1784220014531941215,19193,1784220014532919070,-977855,-0.977855
1784220014567055180,MATCHED,19154,1784220014567055180,19194,1784220014564486736,2568444,2.568444
1784220014598285799,MATCHED,19155,1784220014598285799,19195,1784220014600248565,-1962766,-1.962766
1784220014631502711,MATCHED,19156,1784220014631502711,19196,1784220014632655427,-1152716,-1.152716
1784220014665216525,MATCHED,19157,1784220014665216525,19197,1784220014665551599,-335074,-0.335074
1784220014698104404,MATCHED,19158,1784220014698104404,19198,1784220014698643065,-538661,-0.538661
1784220014731523851,MATCHED,19159,1784220014731523851,19199,1784220014751704565,-20180714,-20.180714
1784220014764781485,MATCHED,19160,1784220014764781485,19199,1784220014751704565,13076920,13.076920
1784220014798359115,MATCHED,19161,1784220014798359115,19200,1784220014811655982,-13296867,-13.296867
1784220014832118169,MATCHED,19162,1784220014832118169,19201,1784220014839431720,-7313551,-7.313551
1784220014864733254,MATCHED,19163,1784220014864733254,19203,1784220014869360661,-4627407,-4.627407
1784220014900345918,MATCHED,19164,1784220014900345918,19204,1784220014896415887,3930031,3.930031
1784220014931416372,MATCHED,19165,1784220014931416372,19205,1784220014929542260,1874112,1.874112
1784220014964689876,MATCHED,19166,1784220014964689876,19206,1784220014963798604,891272,0.891272
1784220014998690576,MATCHED,19167,1784220014998690576,19207,1784220014996021227,2669349,2.669349
1784220015031324976,MATCHED,19168,1784220015031324976,19208,1784220015029778205,1546771,1.546771
1784220015064607628,MATCHED,19169,1784220015064607628,19209,1784220015062992541,1615087,1.615087
1784220015098807140,MATCHED,19170,1784220015098807140,19210,1784220015096568687,2238453,2.238453
1784220015132828506,MATCHED,19171,1784220015132828506,19211,1784220015131430952,1397554,1.397554
1784220015167114332,MATCHED,19172,1784220015167114332,19212,1784220015164752045,2362287,2.362287
1784220015201792580,MATCHED,19173,1784220015201792580,19213,1784220015198229952,3562628,3.562628
1784220015232848535,MATCHED,19174,1784220015232848535,19214,1784220015230857274,1991261,1.991261
1784220015265490953,MATCHED,19175,1784220015265490953,19215,1784220015264323330,1167623,1.167623
1784220015301290744,MATCHED,19176,1784220015301290744,19216,1784220015297977087,3313657,3.313657
1784220015335563904,MATCHED,19177,1784220015335563904,19217,1784220015330793574,4770330,4.770330
1784220015368053231,MATCHED,19178,1784220015368053231,19218,1784220015364429683,3623548,3.623548
1784220015401502770,MATCHED,19179,1784220015401502770,19219,1784220015397672037,3830733,3.830733
1784220015433982357,MATCHED,19180,1784220015433982357,19220,1784220015430970575,3011782,3.011782
1784220015467528525,MATCHED,19181,1784220015467528525,19221,1784220015466437760,1090765,1.090765
1784220015503354056,MATCHED,19182,1784220015503354056,19222,1784220015497241747,6112309,6.112309
1784220015534038607,MATCHED,19183,1784220015534038607,19223,1784220015531343278,2695329,2.695329
1784220015568343748,MATCHED,19184,1784220015568343748,19224,1784220015564148413,4195335,4.195335
1784220015600222675,MATCHED,19185,1784220015600222675,19225,1784220015597603969,2618706,2.618706
1784220015631086946,MATCHED,19186,1784220015631086946,19226,1784220015631169615,-82669,-0.082669
1784220015665008424,MATCHED,19187,1784220015665008424,19227,1784220015664422450,585974,0.585974
1784220015697729990,MATCHED,19188,1784220015697729990,19228,1784220015698806016,-1076026,-1.076026
1784220015731573636,MATCHED,19189,1784220015731573636,19229,1784220015734183405,-2609769,-2.609769
1784220015764244295,MATCHED,19190,1784220015764244295,19230,1784220015766271343,-2027048,-2.027048
1784220015798715100,MATCHED,19191,1784220015798715100,19231,1784220015800093413,-1378313,-1.378313
1784220015830967745,MATCHED,19192,1784220015830967745,19232,1784220015836571996,-5604251,-5.604251
1784220015864273045,MATCHED,19193,1784220015864273045,19233,1784220015870980209,-6707164,-6.707164
1784220015898992959,MATCHED,19194,1784220015898992959,19234,1784220015902873742,-3880783,-3.880783
1784220015931687469,MATCHED,19195,1784220015931687469,19235,1784220015936238372,-4550903,-4.550903
1784220015965587318,MATCHED,19196,1784220015965587318,19236,1784220015968881250,-3293932,-3.293932
1784220015999944940,MATCHED,19197,1784220015999944940,19237,1784220016003380110,-3435170,-3.435170
1784220016030873063,MATCHED,19198,1784220016030873063,19238,1784220016037392179,-6519116,-6.519116
1784220016064838911,MATCHED,19199,1784220016064838911,19239,1784220016067725911,-2887000,-2.887000
1784220016103053360,MATCHED,19200,1784220016103053360,19240,1784220016099842905,3210455,3.210455
1784220016132362001,MATCHED,19201,1784220016132362001,19241,1784220016134520264,-2158263,-2.158263
1784220016164263779,MATCHED,19202,1784220016164263779,19242,1784220016165098865,-835086,-0.835086
1784220016196801050,MATCHED,19203,1784220016196801050,19243,1784220016198932342,-2131292,-2.131292
1784220016230369292,MATCHED,19204,1784220016230369292,19244,1784220016230318121,51171,0.051171
1784220016263545612,MATCHED,19205,1784220016263545612,19245,1784220016264315504,-769892,-0.769892
1784220016296690988,MATCHED,19206,1784220016296690988,19246,1784220016298152834,-1461846,-1.461846
1784220016330341561,MATCHED,19207,1784220016330341561,19247,1784220016330398234,-56673,-0.056673
1784220016363556955,MATCHED,19208,1784220016363556955,19248,1784220016364867946,-1310991,-1.310991
1784220016397659987,MATCHED,19209,1784220016397659987,19249,1784220016398893570,-1233583,-1.233583
1784220016432061182,MATCHED,19210,1784220016432061182,19250,1784220016431139433,921749,0.921749
1784220016464380419,MATCHED,19211,1784220016464380419,19251,1784220016464584229,-203810,-0.203810
